category,text,category_id,train
Savings Account: get info view program,I’d like a detailed description of my savings account’s features.,24,0
User Account: connect banks,Can I add a different bank account to my profile?,30,0
Global: get routing number direct deposit info,Can you help me find my account routing number?,5,0
Spend Account: consent to direct deposit,Connect my payroll with direct deposit. How to do it?,37,0
User Account: log out,Logout guide needed immediately!,23,0
Rewards: view offers,What promotions are available for me right now?,21,0
Card: reset PIN,How can I create a new PIN for my card?,34,0
Notifications: manage,I need a walkthrough on adjusting my notification settings within the app.,39,0
Card: temporary limit increase,What steps should I follow to get a temporary limit increase?,36,1
Transaction: history,Curious to see all my purchases in the last few days.,7,0
Spend Account: find ATMs,Closest ATMs please!,17,0
User Account: get help contact customer service,Where do I submit a Support Ticket?,22,0
Spend Account: transfer funds checks,Can you tell me how to transfer funds between accounts using a check?,12,0
User Account: closure request,Help me terminate my bank account,38,0
Card: report stolen or lost,"My card’s gone missing, please take action",3,0
Card: enable,I'd like to start using my blocked card again.,1,0
Transaction: history,Where can I look up my past deposits and withdrawals?,7,1
Card: cancel close,"I want to close out my card, how do I do that?",35,0
User Account: edit profile name,How do I go about editing my name through customer support?,33,1
Card: enable,How do I enable my currently blocked card?,1,0
Card: report stolen or lost,Just realized I haven't seen my card since yesterday,3,0
Rewards: opt out,End my participation in the bonus points program.,26,0
Spend Account: transfer funds external bank,Do I need the other bank's routing number to make a transfer?,13,0
Card: get shipping status where is,Can you update me on the shipping status of my new card?,2,0
Rewards: view offers,Can you show me the special offers I’ve unlocked?,21,0
User Account: change phone number,"My phone number is outdated, how can I provide you with the current one?",32,1
Spend Account: transfer funds,Instructions for sending money to an overseas bank please.,11,0
Refer a Friend: get info,Is there a referral limit per month?,20,0
User Account: get fee plan info,Is there a fee for receiving mini statements on mobile?,27,0
User Account: edit profile name,Need to change the spelling of my name on the account,33,1
Rewards: opt out,Cancel all rewards perks associated with my account.,26,0
Spend Account: get cash withdrawal and reload locations,"Directions to the nearest reload location, please.",18,0
Global: get routing number direct deposit info,Need my routing information for outgoing transfers.,5,1
Spend Account: get cash withdrawal and reload locations,Can you show reload areas available near my current location?,18,0
Notifications: manage,How to deselect certain types of notifications?,39,0
Notifications: sign up for,Please subscribe me to get alerts on app offers.,40,0
User Account: esign,How do I update my digital signature settings?,19,0
Card: report not received,I ordered a card last month and it hasn't been delivered,41,0
Refer a Friend: get info,Can the referred friend be an existing customer?,20,0
Card: add new,"I misplaced my card, can I add a new one?",16,0
Notifications: manage,How to stop notifications from the mobile app?,39,0
Card: cancel close,Terminate card services on my account.,35,0
Spending Tracker: get info,Show me how to find the spending tracker in my account.,14,0
Card: cancel close,Guide me on how to close my card account.,35,0
User Account: closure request,How do I go about requesting a closure of my account?,38,0
Card: get shipping status where is,Is it possible to get an update on my card’s current shipping position?,2,0
Rewards: view offers,Are there any loyalty rewards for long term cardholders?,21,0
User Account: change email address,Can you update my email to my most current one?,9,0
Spend Account: transfer funds checks,What steps to follow for transferring funds through a check?,12,0
Global: get balance,Show me the balance of my account.,4,0
Card: cancel close,Show me how to cancel my current card.,35,0
Rewards: view offers,Could you list out the rewards for using the card for utilities payment?,21,0
User Account: edit profile name,Procedure to update my name due to legal reasons?,33,0
Card: enable,"Unpause my card, please.",1,0
Card: replace or upgrade,Are there special offers for upgrading my card?,42,0
Spend Account: consent to direct deposit,Direct deposit agreement process?,37,0
Spend Account: get cash withdrawal and reload locations,Show me the closest cash withdrawal points.,18,0
Card: get info status,What is the status of my debit card as of now?,28,0
Overdraft: opt out,Terminate the overdraft setting on my account.,29,0
Card: replace or upgrade,How do I initiate the card upgrade process?,42,1
User Account: get help contact customer service,How prompt is your customer service?,22,0
Rewards: opt in,"I'd like to opt in for rewards, where do I start?",25,0
User Account: closure request,Do I need to visit the bank to close my account?,38,0
Spending Tracker: get info,I need information on accessing my spending tracker.,14,0
Card: enable,Enable my card for purchases.,1,0
Card: temporary limit increase,Who do I talk to about raising my credit limit temporarily?,36,1
Card: temporary limit increase,Can my credit card limit be temporarily extended?,36,0
Spend Account: transfer funds,How quickly can I transfer funds to another local bank?,11,1
Card: get shipping status where is,"I'm waiting for my card, where is it now?",2,0
